iterations,random,proportional,tournament
8619,473147.222,471941.8539,449320.212
8620,472995.7525,471941.8539,449320.212
8621,472995.7525,471941.8539,449320.212
8622,472995.7525,471941.8539,449320.212
8623,472995.7525,471941.8539,449320.212
8624,472995.7525,471941.8539,449320.212
8625,472995.7525,471941.8539,449173.1302
8626,472995.7525,471941.8539,449173.1302
8627,473147.222,471941.8539,449173.1302
8628,473066.4442,471941.8539,449173.1302
8629,473066.4442,471941.8539,449173.1302
8630,473066.4442,471941.8539,449173.1302
8631,473066.4442,471941.8539,449173.1302
8632,473066.4442,471941.8539,449173.1302
8633,473066.4442,471399.5861,449173.1302
8634,473066.4442,471399.5861,449029.3291
8635,473066.4442,471399.5861,449029.3291
8636,472734.2393,471399.5861,449029.3291
8637,472734.2393,471399.5861,449029.3291
8638,472734.2393,471399.5861,449029.3291
8639,472734.2393,471399.5861,449029.3291
8640,472734.2393,471399.5861,449029.3291
8641,472734.2393,471399.5861,449029.3291
8642,472734.2393,471399.5861,449029.3291
8643,472734.2393,471399.5861,449029.3291
8644,472734.2393,471399.5861,449029.3291
8645,472734.2344,471399.5861,449029.3291
8646,472734.2344,471399.5861,449029.3291
8647,472734.2344,471399.5861,449029.3291
8648,472699.8842,471399.5861,449029.3291
8649,472699.8842,471399.5861,449029.3291
8650,472699.8842,471399.5861,449029.3291
8651,472734.2344,471399.5861,448685.1153
8652,472734.2344,471399.5861,448685.1153
8653,472734.2344,471399.5861,448685.1153
8654,472734.2344,471399.5861,448685.1153
8655,471892.271,471399.5861,448685.1153
8656,471892.271,471399.5861,448685.1153
8657,471892.271,471399.5861,448546.9625
8658,471892.271,471399.5861,448546.9625
8659,471892.271,471399.5861,448546.9625
8660,471892.271,471399.5861,448546.9625
8661,471892.271,471085.6274,448546.9625
8662,471892.271,471085.6274,448546.9625
8663,471892.271,471085.6274,448546.9625
8664,471892.271,471085.6274,448546.9625
8665,471892.271,471085.6274,448546.9625
8666,471892.271,471085.6274,448546.9625
8667,471892.271,471085.6274,448546.9625
8668,471892.271,471085.6274,448546.9625
8669,471892.271,471085.6274,448546.9625
8670,471892.271,471085.6274,448546.9625
8671,471565.8292,471085.6274,448546.9625
8672,471565.8292,471085.6274,448546.9625
8673,471565.8292,471085.6274,448546.9625
8674,471565.8292,471085.6274,448546.9625
8675,471565.8292,470985.6834,448546.9625
8676,471565.8292,470985.6834,448546.9625
8677,471565.8292,470985.6834,448546.9625
8678,471565.8292,470686.2268,448546.9625
8679,471565.8292,470686.2268,448546.9625
8680,471565.8292,470686.2268,448546.9625
8681,471565.8292,470686.2268,448546.9625
8682,471565.8292,470686.2268,448546.9625
8683,471565.8292,470686.2268,448546.9625
8684,471565.8292,470686.2268,448546.9625
8685,471565.8292,470686.2268,448546.9625
8686,471565.8292,470686.2268,448546.9625
8687,471565.8292,470686.2268,448546.9625
8688,471565.8292,470686.2268,448546.9625
8689,471565.8292,470686.2268,448546.9625
8690,471565.8292,470686.2268,448511.855
8691,471565.8292,470686.2268,448511.855
8692,471565.8292,470686.2268,448511.855
8693,471565.8292,470686.2268,448511.855
8694,471565.8292,470686.2268,448511.855
8695,471565.8292,470686.2268,448511.855
8696,471565.8292,470686.2268,448511.855
8697,471565.8292,470686.2268,448511.855
8698,471565.8292,470686.2268,448511.855
8699,471565.8292,470686.2268,448511.855
8700,471453.932,470686.2268,448511.855
8701,471453.932,470686.2268,448511.855
8702,471522.1873,470686.2268,448511.855
8703,471522.1873,470686.2268,448511.855
8704,471522.1873,470686.2268,448511.855
8705,471522.1873,470686.2268,448511.855
8706,471522.1873,470686.2268,448511.855
8707,471522.1873,470686.2268,448511.855
8708,471522.1873,470254.8888,448511.855
8709,471522.1873,470686.2268,448511.855
8710,471522.1873,470536.3029,448511.855
8711,471522.1873,470536.3029,448511.855
8712,471522.1873,470536.3029,448511.855
8713,471522.1873,470536.3029,448511.855
8714,471090.4717,470536.3029,448511.855
8715,471090.4717,470311.552,448533.687
8716,471090.4717,470311.552,448533.687
8717,471090.4717,470311.552,448533.687
8718,471090.4717,470311.552,448533.687
8719,471090.4717,470311.552,448491.0597
8720,471048.1827,470311.552,448491.0597
8721,471048.1827,470311.552,448491.0597
8722,471048.1827,470254.8888,448491.0597
8723,471048.1827,470254.8888,448491.0597
8724,471048.1827,470254.8888,448491.0597
8725,471048.1827,470254.8888,448491.0597
8726,471048.1827,470254.8888,448491.0597
8727,470641.5559,470254.8888,448262.0075
8728,470641.5559,469880.214,448262.0075
8729,470641.5559,469880.214,448262.0075
8730,470641.5559,469880.214,448262.0075
8731,470641.5559,469880.214,448262.0075
8732,470641.5559,469880.214,448262.0075
8733,470641.5559,469880.214,448262.0075
8734,470641.5559,469880.214,448262.0075
8735,470641.5559,469880.214,448130.0874
8736,470641.5559,469880.214,448232.2118
8737,470641.5559,469880.214,448232.2118
8738,470641.5559,469880.214,448232.2118
8739,470641.5559,469880.214,448251.8592
8740,470610.8738,469880.214,448251.8592
8741,470610.8738,469880.214,448251.8592
8742,470641.5559,469817.3905,448251.8592
8743,470641.5559,469015.6752,448251.8592
8744,470641.5559,469015.6752,448251.8592
8745,470641.5559,469015.6752,448251.8592
8746,470641.5559,469015.6752,448251.8592
8747,470641.5559,469015.6752,448251.8592
8748,470641.5559,469015.6752,448251.8592
8749,470641.5559,469015.6752,448204.5899
8750,470641.5559,469015.6752,448204.5899
8751,470641.5559,469015.6752,448204.5899
8752,470641.5559,469015.6752,448204.5899
8753,470641.5559,469015.6752,448204.5899
8754,470641.5559,469015.6752,448204.5899
8755,470641.5559,469015.6752,448204.5899
8756,470641.5559,469015.6752,448204.5899
8757,470641.5559,469015.6752,448204.5899
8758,470641.5559,469015.6752,448204.5899
8759,470352.6742,469015.6752,448204.5899
8760,470641.5559,469015.6752,448204.5899
8761,470641.5559,469015.6752,448204.5899
8762,470641.5559,468889.7719,448204.5899
8763,470641.5559,468889.7719,448204.5899
8764,470641.5559,468889.7719,448204.5899
8765,470641.5559,468889.7719,448204.5899
8766,470641.5559,468889.7719,448204.5899
8767,469086.5566,468889.7719,448204.5899
8768,469086.5566,468889.7719,448204.5899
8769,469086.5566,468889.7719,448204.5899
8770,468697.835,468889.7719,448204.5899
8771,468697.835,468889.7719,448204.5899
8772,468697.835,468889.7719,448204.5899
8773,468697.835,468889.7719,448204.5899
8774,468697.835,468889.7719,448204.5899
8775,468697.835,468889.7719,448204.5899
8776,468697.835,468889.7719,448204.5899
8777,468697.835,468889.7719,448204.5899
8778,468697.835,468889.7719,448204.5899
8779,468697.835,468889.7719,448204.5899
8780,468697.835,468889.7719,448204.5899
8781,468697.835,468889.7719,448204.5899
8782,468697.835,468889.7719,448204.5899
8783,468697.835,468889.7719,448204.5899
8784,468697.835,468889.7719,448204.5899
8785,468697.835,468681.0889,448204.5899
8786,468697.835,468681.0889,448204.5899
8787,468697.835,468681.0889,448136.3095
8788,468697.835,468681.0889,448136.3095
8789,468201.3462,468681.0889,448136.3095
8790,468201.3462,468681.0889,448078.8822
8791,468201.3462,468681.0889,448078.8822
8792,468201.3462,468665.3896,448078.8822
8793,468201.3462,468456.1358,448078.8822
8794,468201.3462,468456.1358,448078.8822
8795,468201.3462,468456.1358,448078.8822
8796,468201.3462,468456.1358,448078.8822
8797,468201.3462,468179.469,448078.8822
8798,468201.3462,468179.469,448078.8822
8799,468201.3462,468179.469,448078.8822
8800,468201.3462,468179.469,448078.8822
8801,468201.3462,468179.469,447868.7485
8802,468201.3462,468179.469,447868.7485
8803,468201.3462,468179.469,447868.7485
8804,468201.3462,468179.469,447778.5014
8805,468201.3462,468179.469,447778.5014
8806,468201.3462,468179.469,447778.5014
8807,468201.3462,468179.469,447778.5014
8808,468201.3462,468179.469,447778.5014
8809,468201.3462,468179.469,447778.5014
8810,468201.3462,468179.469,447778.5014
8811,468201.3462,468179.469,447778.5014
8812,468201.3462,468179.469,447778.5014
8813,468201.3462,468179.469,447778.5014
8814,468201.3462,468179.469,447778.5014
8815,468201.3462,468179.469,447778.5014
8816,468201.3462,468179.469,447778.5014
8817,468201.3462,468179.469,447778.5014
8818,468201.3462,468179.469,447778.5014
8819,468201.3462,468179.469,447778.5014
8820,468201.3462,468179.469,447778.5014
8821,468201.3462,468179.469,447778.5014
8822,468201.3462,468179.469,447778.5014
8823,468201.3462,468179.469,447778.5014
8824,468201.3462,468179.469,447778.5014
8825,468201.3462,467836.9308,447778.5014
8826,468201.3462,467836.9308,447778.5014
8827,468183.5041,467836.9308,447778.5014
8828,468183.5041,467836.9308,447778.5014
8829,467992.3056,467836.9308,447778.5014
8830,467992.3056,467836.9308,447778.5014
8831,467992.3056,467836.9308,447778.5014
8832,467992.3056,467836.9308,447487.199
8833,467992.3056,467836.9308,447487.199
8834,467992.3056,467836.9308,447487.199
8835,467992.3056,467836.9308,447487.199
8836,467992.3056,467836.9308,447487.199
8837,467992.3056,467715.4345,447487.199
8838,467769.9886,467356.6071,447487.199
8839,467769.9886,467356.6071,447487.199
8840,467769.9886,467340.7446,447487.199
8841,467769.9886,467340.7446,447487.199
8842,467769.9886,467340.7446,447487.199
8843,467769.9886,467340.7446,447487.199
8844,467769.9886,467340.7446,447487.199
8845,467752.1465,467340.7446,447487.199
8846,467752.1465,467340.7446,447487.199
8847,467752.1465,467340.7446,447487.199
8848,467752.1465,467340.7446,447487.199
8849,467752.1465,467019.608,447487.199
8850,467752.1465,466905.1664,447487.199
8851,467752.1465,466905.1664,447487.199
8852,467416.9621,466905.1664,447487.199
8853,467416.9621,466905.1664,447487.199
8854,467416.9621,466905.1664,447487.199
8855,467416.9621,466905.1664,447487.199
8856,467416.9621,466584.0298,447487.199
8857,467416.9621,466584.0298,447350.0175
8858,467416.9621,466584.0298,447350.0175
8859,467416.9621,466584.0298,447350.0175
8860,467416.9621,466584.0298,447350.0175
8861,467416.9621,466584.0298,447350.0175
8862,467416.9621,466584.0298,447350.0175
8863,467399.12,466584.0298,447350.0175
8864,467399.12,466584.0298,447350.0175
8865,467399.12,466584.0298,447350.0175
8866,467399.12,466584.0298,447347.8593
8867,466911.0381,466584.0298,447347.8593
8868,466911.0381,466584.0298,447347.8593
8869,466893.196,466584.0298,447347.8593
8870,466911.0381,466584.0298,447347.8593
8871,466911.0381,466244.3528,447347.8593
8872,466911.0381,466244.3528,447347.8593
8873,466911.0381,466244.3528,447347.8593
8874,466911.0381,466244.3528,447347.8593
8875,466911.0381,466244.3528,447347.8593
8876,466911.0381,466244.3528,447347.8593
8877,466911.0381,466244.3528,447347.8593
8878,466911.0381,466244.3528,447347.8593
8879,466911.0381,466244.3528,447347.8593
8880,466852.6459,466584.0298,447347.8593
8881,466852.6459,466584.0298,447347.8593
8882,466852.6459,466584.0298,447347.8593
8883,466911.0381,466584.0298,447347.8593
8884,466870.488,466584.0298,447347.8593
8885,466870.488,466584.0298,447347.8593
8886,466870.488,466584.0298,447347.8593
8887,466870.488,466584.0298,447347.8593
8888,466781.9148,466584.0298,447347.8593
8889,466781.9148,466584.0298,447347.8593
8890,466781.9148,466584.0298,447347.8593
8891,466781.9148,466584.0298,447347.8593
8892,466781.9148,466584.0298,447347.8593
8893,466781.9148,466584.0298,447347.8593
8894,466781.9148,466584.0298,447347.8593
8895,466669.3712,466584.0298,447347.8593
8896,466669.3712,466584.0298,447347.8593
8897,466669.3712,466584.0298,447215.4597
8898,466669.3712,466584.0298,447215.4597
8899,466580.7979,465954.5565,447215.4597
8900,466580.7979,465954.5565,447215.4597
8901,466580.7979,465954.5565,447215.4597
8902,466580.7979,465954.5565,447215.4597
8903,466580.7979,465954.5565,447215.4597
8904,466580.7979,465954.5565,447215.4597
8905,466580.7979,465954.5565,447215.4597
8906,466580.7979,465954.5565,447215.4597
8907,466562.9558,465954.5565,447104.8751
8908,466562.9558,465954.5565,447104.8751
8909,466562.9558,465954.5565,447104.8751
8910,466562.9558,465954.5565,447104.8751
8911,466562.9558,465954.5565,447104.8751
8912,466316.9951,465954.5565,447104.8751
8913,466316.9951,465954.5565,447104.8751
8914,466316.9951,465954.5565,447104.8751
8915,466316.9951,465954.5565,447104.8751
8916,466316.9951,465954.5565,447104.8751
8917,466316.9951,465954.5565,447104.8751
8918,466316.9951,465954.5565,447104.8751
8919,466316.9951,465837.9421,447104.8751
8920,466316.9951,465714.6744,447104.8751
8921,466316.9951,465714.6744,447104.8751
8922,466316.9951,465714.6744,447104.8751
8923,466389.8938,465714.6744,447104.8751
8924,466389.8938,465714.6744,447104.8751
8925,466389.8938,465714.6744,447104.8751
8926,466389.8938,465714.6744,447104.8751
8927,466389.8938,465714.6744,447104.8751
8928,466389.8938,465472.8932,447104.8751
8929,466389.8938,465472.8932,447104.8751
8930,466389.8938,465472.8932,447104.8751
8931,466389.8938,465472.8932,447104.8751
8932,466389.8938,465472.8932,447104.8751
8933,466389.8938,465472.8932,447049.6022
8934,466389.8938,465081.0843,447049.6022
8935,466389.8938,465081.0843,447049.6022
8936,466389.8938,465081.0843,447049.6022
8937,466389.8938,465081.0843,447049.6022
8938,466389.8938,465081.0843,447049.6022
8939,466389.8938,465081.0843,447049.6022
8940,466389.8938,465081.0843,447049.6022
8941,466389.8938,465081.0843,447049.6022
8942,466389.8938,465081.0843,447049.6022
8943,466389.8938,465081.0843,447049.6022
8944,466389.8938,465090.3287,447049.6022
8945,466389.8938,465060.652,447049.6022
8946,466389.8938,465060.652,447049.6022
8947,466258.8164,465060.652,447049.6022
8948,466389.8938,465055.5188,447049.6022
8949,466389.8938,465055.5188,447049.6022
8950,466389.8938,465060.652,447049.6022
8951,466389.8938,465060.652,447049.6022
8952,466389.8938,465060.652,447049.6022
8953,466389.8938,465060.652,447049.6022
8954,466389.8938,465060.652,447049.6022
8955,466389.8938,465060.652,447049.6022
8956,466389.8938,465060.652,447049.6022
8957,466389.8938,465060.652,447049.6022
8958,466389.8938,465060.652,447049.6022
8959,465911.4248,465060.652,447049.6022
8960,465911.4248,465060.652,447049.6022
8961,465911.4248,465060.652,447049.6022
8962,465911.4248,465060.652,447049.6022
8963,465889.7739,464733.8598,447049.6022
8964,465889.7739,464733.8598,447049.6022
8965,465911.4248,464733.8598,447049.6022
8966,465589.1549,464733.8598,447049.6022
8967,465589.1549,464733.8598,447049.6022
8968,465589.1549,464733.8598,447049.6022
8969,465589.1549,464733.8598,447049.6022
8970,465589.1549,464733.8598,447049.6022
8971,465589.1549,464733.8598,447049.6022
8972,465589.1549,464706.4056,447049.6022
8973,465589.1549,464706.4056,446901.0317
8974,465589.1549,464706.4056,446901.0317
8975,465589.1549,464706.4056,446901.0317
8976,465589.1549,464706.4056,446901.0317
8977,465589.1549,464706.4056,446901.0317
8978,465589.1549,464706.4056,446901.0317
8979,465494.3354,464706.4056,446901.0317
8980,465494.3354,464706.4056,446901.0317
8981,465494.3354,464706.4056,446901.0317
8982,465494.3354,464706.4056,446899.6841
8983,465494.3354,464706.4056,446899.6841
8984,465494.3354,464706.4056,446899.6841
8985,465494.3354,464706.4056,446899.6841
8986,465494.3354,464706.4056,446899.6841
8987,465494.3354,464706.4056,446899.6841
8988,465494.3354,464448.6363,446899.6841
8989,465589.1549,464448.6363,446899.6841
8990,465589.1549,464448.6363,446798.1144
8991,465589.1549,464448.6363,446798.1144
8992,465589.1549,464401.4056,446798.1144
8993,465561.2089,464401.4056,446798.1144
8994,465589.1549,464331.5617,446798.1144
8995,465589.1549,464331.5617,446798.1144
8996,465589.1549,464331.5617,446798.1144
8997,465589.1549,464331.5617,446798.1144
8998,465589.1549,464331.5617,446798.1144
8999,465589.1549,464331.5617,446798.1144
9000,465366.8404,464331.5617,446745.6726
9001,465366.8404,464331.5617,446745.6726
9002,465366.8404,464331.5617,446745.6726
9003,465366.8404,464331.5617,446745.6726
9004,465366.8404,464136.4574,446745.6726
9005,465366.8404,464136.4574,446745.6726
9006,465366.8404,464136.4574,446745.6726
9007,465322.2977,464136.4574,446745.6726
9008,465322.2977,464136.4574,446745.6726
9009,465322.2977,464039.8079,446745.6726
9010,465322.2977,464039.8079,446745.6726
9011,465500.2406,464039.8079,446745.6726
9012,465500.2406,464039.8079,446745.6726
9013,465500.2406,464039.8079,446745.6726
9014,465227.9299,464039.8079,446745.6726
9015,465227.9299,464039.8079,446745.6726
9016,465227.9299,464039.8079,446745.6726
9017,465227.9299,463995.5994,446745.6726
9018,465227.9299,463995.5994,446745.6726
9019,465227.9299,463995.5994,446745.6726
9020,465227.9299,463995.5994,446745.6726
9021,465227.9299,463995.5994,446745.6726
9022,465227.9299,463995.5994,446745.6726
9023,465227.9299,463995.5994,446745.6726
9024,465227.9299,463995.5994,446293.1982
9025,465227.9299,463995.5994,446293.1982
9026,464782.2892,463995.5994,446293.1982
9027,464782.2892,463995.5994,446293.1982
9028,464782.2892,463995.5994,446293.1982
9029,464782.2892,463995.5994,446293.1982
9030,464782.2892,463995.5994,446293.1982
9031,464782.2892,463995.5994,446033.2464
9032,464555.7576,463977.0976,446033.2464
9033,464555.7576,463871.5091,446033.2464
9034,464555.7576,463411.6043,446033.2464
9035,464322.227,463411.6043,446033.2464
9036,464322.227,463518.4686,446033.2464
9037,464322.227,463518.4686,446033.2464
9038,464322.227,463518.4686,446033.2464
9039,464322.227,463518.4686,446033.2464
9040,464322.227,463518.4686,446033.2464
9041,464322.227,463518.4686,446033.2464
9042,464322.227,463518.4686,446033.2464
9043,464322.227,463518.4686,446033.2464
9044,464322.227,463518.4686,446033.2464
9045,464322.227,463518.4686,446033.2464
9046,464322.227,463518.4686,446033.2464
9047,464322.227,463518.4686,446033.2464
9048,464322.227,463518.4686,446033.2464
9049,464322.227,463518.4686,446033.2464
9050,464322.227,463518.4686,446033.2464
9051,464322.227,463518.4686,446033.2464
9052,464322.227,463518.4686,446033.2464
9053,464322.227,463518.4686,446033.2464
9054,464322.227,463518.4686,446033.2464
9055,464322.227,463518.4686,446033.2464
9056,464322.227,463518.4686,446033.2464
9057,464322.227,463518.4686,446033.2464
9058,464164.6884,463518.4686,446033.2464
9059,464164.6884,463518.4686,446033.2464
9060,464164.6884,463518.4686,446033.2464
9061,464164.6884,463518.4686,445880.6869
9062,464164.6884,463518.4686,445880.6869
9063,464142.0792,463518.4686,445880.6869
9064,464142.0792,463518.4686,445880.6869
9065,464013.1892,463518.4686,445880.6869
9066,464322.227,463518.4686,445880.6869
9067,464322.227,463518.4686,445880.6869
9068,464322.227,463518.4686,445880.6869
9069,464322.227,463518.4686,445945.3042
9070,464322.227,463518.4686,445945.3042
9071,463330.7405,463518.4686,445945.3042
9072,463330.7405,463518.4686,445467.575
9073,463330.7405,463518.4686,445467.575
9074,463330.7405,463518.4686,445467.575
9075,463330.7405,463518.4686,445467.575
9076,463330.7405,463518.4686,445467.575
9077,463330.7405,463518.4686,445467.575
9078,463330.7405,463518.4686,445467.575
9079,463330.7405,463518.4686,445467.575
9080,463330.7405,463518.4686,445467.575
9081,463330.7405,463518.4686,445428.5772
9082,463318.1686,463518.4686,445428.5772
9083,463318.1686,463518.4686,445428.5772
9084,463318.1686,462972.3872,445428.5772
9085,463318.1686,462972.3872,445428.5772
9086,463318.1686,462972.3872,445428.5772
9087,463318.1686,462972.3872,445428.5772
9088,463318.1686,462972.3872,445428.5772
9089,463318.1686,463416.6889,445428.5772
9090,463318.1686,463416.6889,445428.5772
9091,463318.1686,463145.9589,445428.5772
9092,463318.1686,463145.9589,445428.5772
9093,463318.1686,463145.9589,445428.5772
9094,463318.1686,463145.9589,445428.5772
9095,463318.1686,463145.9589,445202.0136
9096,463318.1686,463145.9589,445202.0136
9097,463318.1686,463145.9589,445202.0136
9098,463318.1686,463145.9589,445202.0136
9099,463318.1686,462932.1812,445193.0358
9100,463318.1686,462932.1812,445193.0358
9101,463318.1686,462932.1812,445193.0358
9102,463318.1686,462932.1812,445193.0358
9103,463318.1686,462932.1812,445193.0358
9104,463318.1686,462932.1812,445193.0358
9105,463318.1686,462932.1812,445193.0358
9106,463318.1686,462932.1812,445193.0358
9107,463318.1686,462932.1812,445193.0358
9108,463318.1686,462932.1812,445193.0358
9109,463318.1686,462932.1812,445193.0358
9110,463318.1686,462932.1812,445193.0358
9111,463318.1686,462932.1812,445193.0358
9112,463318.1686,461974.9427,445193.0358
9113,463318.1686,461974.9427,445193.0358
9114,463318.1686,461974.9427,445193.0358
9115,463318.1686,461974.9427,445193.0358
9116,463318.1686,461974.9427,445193.0358
9117,462928.2653,461974.9427,445193.0358
9118,462928.2653,461974.9427,445193.0358
9119,462928.2653,461974.9427,445193.0358
9120,462928.2653,461974.9427,445193.0358
9121,462928.2653,461974.9427,445193.0358
9122,462928.2653,461974.9427,445097.9435
9123,462928.2653,461974.9427,445097.9435
9124,462928.2653,461974.9427,445097.9435
9125,462928.2653,461974.9427,445097.9435
9126,461853.0061,461974.9427,445097.9435
9127,461853.0061,461974.9427,445097.9435
9128,462636.3656,461974.9427,445097.9435
9129,462636.3656,461974.9427,445097.9435
9130,462636.3656,461974.9427,445097.9435
9131,462636.3656,461974.9427,445097.9435
9132,462636.3656,461974.9427,445097.9435
9133,462636.3656,461974.9427,445097.9435
9134,462636.3656,461974.9427,445097.9435
9135,462636.3656,461974.9427,445097.9435
9136,462636.3656,461974.9427,445097.9435
9137,462636.3656,461974.9427,445097.9435
9138,462553.5826,461974.9427,445097.9435
9139,462553.5826,461974.9427,445097.9435
9140,462553.5826,461974.9427,445097.9435
9141,462256.8573,461974.9427,445097.9435
9142,462256.8573,461974.9427,445097.9435
9143,462256.8573,461974.9427,445097.9435
9144,462256.8573,461974.9427,445097.9435
9145,462256.8573,461974.9427,445097.9435
9146,462256.8573,461974.9427,445097.9435
9147,462256.8573,461974.9427,445097.9435
9148,462256.8573,461974.9427,445097.9435
9149,462256.8573,461974.9427,445097.9435
9150,462256.8573,461974.9427,445097.9435
9151,462256.8573,461974.9427,445097.9435
9152,462256.8573,461974.9427,445097.9435
9153,462256.8573,461974.9427,445097.9435
9154,462256.8573,461974.9427,445097.9435
9155,462256.8573,461974.9427,445097.9435
9156,462256.8573,461974.9427,445097.9435
9157,462256.8573,461974.9427,445097.9435
9158,462256.8573,461974.9427,445097.9435
9159,462256.8573,461974.9427,445097.9435
9160,462256.8573,461974.9427,445097.9435
9161,462256.8573,461974.9427,445097.9435
9162,461988.2393,461974.9427,445097.9435
9163,461988.2393,461974.9427,445097.9435
9164,461988.2393,461974.9427,445097.9435
9165,461988.2393,461974.9427,445097.9435
9166,461988.2393,461974.9427,445097.9435
9167,461988.2393,461771.1713,445097.9435
9168,461988.2393,461771.1713,445097.9435
9169,461988.2393,461771.1713,445097.9435
9170,461988.2393,461771.1713,445097.9435
9171,461988.2393,461771.1713,445097.9435
9172,461988.2393,461771.1713,445097.9435
9173,461988.2393,461974.9427,444845.3427
9174,461988.2393,461974.9427,444845.3427
9175,461988.2393,461939.9642,444845.3427
9176,459925.8887,461939.9642,444845.3427
9177,459925.8887,461939.9642,444845.3427
9178,459925.8887,461939.9642,444845.3427
9179,459697.2139,461939.9642,444845.3427
9180,459697.2139,461939.9642,444845.3427
9181,459697.2139,461939.9642,444845.3427
9182,459697.2139,461939.9642,444845.3427
9183,459697.2139,461939.9642,444845.3427
9184,459697.2139,461939.9642,444845.3427
9185,459697.2139,461906.9787,444845.3427
9186,459697.2139,461906.9787,444845.3427
9187,459697.2139,461906.9787,444845.3427
9188,459697.2139,461906.9787,444845.3427
9189,459697.2139,461906.9787,444845.3427
9190,459697.2139,461906.9787,444845.3427
9191,459601.9587,461906.9787,444845.3427
9192,459601.9587,461831.4446,444845.3427
9193,459601.9587,461831.4446,444845.3427
9194,459300.5935,461831.4446,444845.3427
9195,459300.5935,461686.6376,444845.3427
9196,459300.5935,461686.6376,444845.3427
9197,459300.5935,461686.6376,444845.3427
9198,459186.7031,461686.6376,444845.3427
9199,458976.6636,461686.6376,444845.3427
9200,458976.6636,461686.6376,444845.3427
9201,458976.6636,461686.6376,444845.3427
9202,458976.6636,461686.6376,444845.3427
9203,458796.3721,461686.6376,444760.2327
9204,458796.3721,461686.6376,444760.2327
9205,458796.3721,461686.6376,444760.2327
9206,458796.3721,461686.6376,444760.2327
9207,458796.3721,461686.6376,444760.2327
9208,458796.3721,461471.5066,444760.2327
9209,458796.3721,461471.5066,444760.2327
9210,458796.3721,461471.5066,444760.2327
9211,458796.3721,461471.5066,444396.6049
9212,458796.3721,461471.5066,444396.6049
9213,458796.3721,461471.5066,444396.6049
9214,458796.3721,461471.5066,444396.6049
9215,458796.3721,461471.5066,444396.6049
9216,458796.3721,461471.5066,444396.6049
9217,458796.3721,461471.5066,444396.6049
9218,458796.3721,461471.5066,444396.6049
9219,458796.3721,461471.5066,444396.6049
9220,458796.3721,461471.5066,444396.6049
9221,458796.3721,461471.5066,444396.6049
9222,458796.3721,461471.5066,444396.6049
9223,458796.3721,461471.5066,444396.6049
9224,458796.3721,461471.5066,444396.6049
9225,458796.3721,461462.575,444396.6049
9226,458796.3721,461462.575,444396.6049
9227,458796.3721,461462.575,444396.6049
9228,458661.4246,461462.575,444396.6049
9229,458661.4246,461462.575,444396.6049
9230,458661.4246,461462.575,444396.6049
9231,458661.4246,461462.575,444396.6049
9232,458661.4246,461462.575,444396.6049
9233,458661.4246,461462.575,444396.6049
9234,458661.4246,461462.575,444396.6049
9235,458661.4246,461462.575,444396.6049
9236,458661.4246,461462.575,444396.6049
9237,458661.4246,461462.575,444396.6049
9238,458661.4246,461462.575,444396.6049
9239,458661.4246,461462.575,444396.6049
9240,458354.6889,461462.575,444396.6049
9241,458354.6889,461042.1083,444396.6049
9242,458354.6889,461042.1083,444396.6049
9243,458354.6889,461042.1083,444396.6049
9244,458354.6889,461042.1083,444396.6049
9245,458354.6889,461042.1083,444396.6049
9246,458354.6889,461042.1083,444396.6049
9247,458354.6889,461042.1083,444396.6049
9248,458354.6889,461042.1083,444396.6049
9249,458354.6889,461042.1083,444396.6049
9250,458354.6889,461042.1083,444396.6049
9251,458354.6889,461042.1083,444396.6049
9252,458354.6889,461042.1083,444396.6049
9253,458354.6889,461042.1083,444396.6049
9254,458354.6889,461042.1083,444396.6049
9255,458354.6889,460834.6718,444396.6049
9256,458354.6889,460834.6718,444396.6049
9257,458354.6889,460834.6718,444396.6049
9258,458354.6889,460834.6718,444396.6049
9259,458354.6889,460834.6718,444396.6049
9260,458354.6889,460834.6718,444396.6049
9261,458221.7745,460834.6718,444396.6049
9262,458221.7745,460831.1797,444396.6049
9263,458221.7745,460831.1797,444396.6049
9264,458221.7745,460831.1797,444396.6049
9265,458221.7745,460831.1797,444396.6049
9266,458221.7745,460831.1797,444396.6049
9267,458221.7745,460831.1797,444396.6049
9268,458221.7745,460831.1797,444396.6049
9269,458221.7745,460831.1797,444396.6049
9270,458221.7745,460831.1797,444396.6049
9271,458158.5915,460831.1797,444396.6049
9272,458025.6771,460831.1797,444396.6049
9273,458025.6771,460831.1797,444396.6049
9274,458025.6771,460831.1797,444396.6049
9275,458025.6771,460831.1797,444396.6049
9276,458025.6771,460831.1797,444396.6049
9277,458025.6771,460831.1797,444396.6049
9278,458025.6771,460831.1797,444396.6049
9279,458025.6771,460831.1797,444396.6049
9280,458025.6771,460831.1797,444396.6049
9281,458025.6771,460831.1797,444396.6049
9282,458025.6771,460831.1797,444396.6049
9283,458025.6771,460716.2048,444396.6049
9284,457911.5656,460716.2048,444396.6049
9285,457911.5656,460716.2048,444396.6049
9286,457911.5656,460716.2048,444396.6049
9287,457911.5656,460435.5241,444396.6049
9288,457911.5656,460435.5241,444396.6049
9289,457911.5656,460435.5241,444396.6049
9290,457911.5656,460435.5241,444396.6049
9291,457907.1824,459659.7236,444396.6049
9292,457907.1824,459659.7236,444396.6049
9293,457907.1824,459659.7236,444396.6049
9294,457907.1824,459659.7236,444396.6049
